"","Season","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG.x","BB%","K%","BB/K","AVG.y","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","Pace","date_acquired","player_id","W","L","ERA","GS","CG","ShO","SV","HLD","BS","IP","TBF","ER","WP","BK","K/9","BB/9","K/BB","HR/9","K-BB%","AVG","WHIP","LOB%","ERA-","FIP-","FIP","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BsR","Off","Def","WAR","G.y","PA.y","HR.y","R.y","RBI.y","SB.y","F-Strike%","SwStr%","W.x","L.x","SV.x","GS.x","IP.x","GB%","HR/FB","ERA.x","xFIP","W.y","L.y","ERA.y","GS.y","SV.y","IP.y"
"3768","2019","Brewers",91,232,246,53,34,11,0,8,29,18,11,0,66,0,1,2,9,5,1,0.228,"4.5%","26.8%",0.17,0.228,0.262,0.379,0.642,0.151,4.5,0.283,-0.9,-1.4,0.5,20,-10.5,0.271,63,"38.4%","66.1%","52.6%","66.3%","81.6%","76.2%","51.2%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769","2020","Cubs",3,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.167,"0.0%","33.3%",0,0.167,0.167,0.167,0.333,0,0.1,0.25,0.1,0,0,0,-0.9,0.147,-15,"37.5%","72.7%","57.9%","0.0%","87.5%","63.6%","57.9%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3770","2021","THE BAT X",16,66,71,16,11,3,0,2,8,8,4,0,17,0,0,0,1,1,0,0.243,"5.5%","24.0%",0.23,0.243,0.285,0.393,0.679,0.15,4.1,0.293,NA,NA,0,7,-1.7,0.292,78,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771","2021","THE BAT",16,66,71,16,11,3,0,2,8,8,4,0,17,0,0,0,1,1,0,0.238,"5.5%","24.1%",0.23,0.238,0.281,0.384,0.665,0.146,4.1,0.288,NA,NA,0.1,7,-2,0.286,74,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772","2021","ATC",22,75,80,18,12,3,0,2,9,9,4,1,19,0,0,0,1,1,0,0.243,"5.5%","23.9%",0.23,0.243,0.286,0.383,0.668,0.139,4.1,0.296,NA,NA,0.1,7,-2.6,0.281,71,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3773","2021","Depth Charts",16,65,70,16,11,3,0,2,7,8,4,0,16,0,0,0,NA,2,0,0.247,"5.4%","22.3%",0.24,0.247,0.288,0.397,0.686,0.15,4.6,0.292,0,NA,0.1,7,-1.8,0.29,74,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3774","2021","Steamer",14,53,58,13,8,2,0,2,6,7,3,0,14,0,0,0,NA,1,0,0.238,"5.6%","24.0%",0.23,0.238,0.284,0.384,0.668,0.146,4.1,0.288,0,NA,0,5,-1.8,0.283,70,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775","2021","ZiPS",121,341,364,87,58,16,2,11,40,41,19,0,75,0,2,2,9,10,2,0.255,"5.2%","20.6%",0.25,0.255,0.293,0.411,0.703,0.155,5.3,0.296,NA,NA,1,39,-7.3,0.297,79,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3776","2021","Brewers (AAA)",12,42,45,14,7,4,0,3,6,12,2,0,9,0,1,0,1,1,1,0.333,"4.4%","20.0%",0.22,0.333,0.356,0.643,0.998,0.31,2.9,0.355,NA,NA,-0.3,9,3.3,0.419,159,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777","2021","Nationals",10,19,21,1,1,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0.053,"9.5%","47.6%",0.2,0.053,0.143,0.053,0.195,0,1.6,0.111,0,0.1,0,-1,-3.4,0.108,-38,"44.4%","63.8%","55.4%","56.3%","63.3%","60.9%","56.6%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3778","2021","ZiPS (R)",67,186,198,46,31,8,1,6,21,21,11,0,43,0,1,1,NA,5,1,0.247,"5.4%","21.7%",0.25,0.247,0.287,0.397,0.683,0.149,5.3,0.291,0.1,NA,0.5,21,-2.1,0.296,85,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3779","2021","Steamer (R)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.227,"5.7%","26.4%",0.22,0.227,0.274,0.358,0.632,0.131,4.5,0.287,0,NA,0,0,0,0.276,72,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3780","Total","- - -",651,1745,1846,436,306,74,11,45,192,180,76,3,397,1,12,12,37,69,16,0.25,"4.1%","21.5%",0.19,0.25,0.28,0.382,0.662,0.132,5.9,0.297,1.8,0.5,6.3,167,-51.9,0.283,72,"38.1%","66.5%","53.0%","62.3%","84.7%","77.1%","52.4%",21.2,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3781","Postseason","- - -",13,16,18,3,1,2,0,0,1,2,1,0,3,0,1,0,1,2,2,0.188,"5.6%","16.7%",0.33,0.188,0.222,0.313,0.535,0.125,3.9,0.214,NA,NA,-0.4,1,-1.3,0.226,38,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3782","2012","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.0%","19.8%",0.4,0.255,0.319,0.405,0.724,0.151,5.2,0.297,NA,NA,NA,NA,NA,0.315,NA,"27.7%","62.2%","45.6%","62.6%","86.6%","79.6%","51.7%",22.1,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783","2013","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9%","19.9%",0.4,0.253,0.318,0.396,0.714,0.143,4.9,0.297,NA,NA,NA,NA,NA,0.314,NA,"26.9%","63.2%","45.9%","61.3%","86.4%","79.4%","52.3%",22.6,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3784","2014","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6%","20.4%",0.37,0.251,0.314,0.386,0.7,0.135,5,0.299,NA,NA,NA,NA,NA,0.31,NA,"28.0%","63.2%","46.2%","61.0%","86.9%","79.3%","51.6%",23,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3785","2015","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.38,0.254,0.317,0.405,0.721,0.15,4.8,0.299,NA,NA,NA,NA,NA,0.313,NA,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",22.1,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786","2016","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.39,0.255,0.322,0.417,0.739,0.162,4.9,0.3,NA,NA,NA,NA,NA,0.318,NA,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",22.7,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787","2017","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.39,0.255,0.324,0.426,0.75,0.171,5,0.3,NA,NA,NA,NA,NA,0.321,NA,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3788","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.38,0.248,0.318,0.409,0.728,0.161,5,0.296,NA,NA,NA,NA,NA,0.315,NA,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.37,0.252,0.323,0.435,0.758,0.183,5,0.298,NA,NA,NA,NA,NA,0.32,NA,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3790","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.39,0.245,0.322,0.418,0.74,0.173,5.2,0.292,NA,NA,NA,NA,NA,0.32,NA,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3791","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.37,0.237,0.312,0.396,0.708,0.159,5.1,0.288,NA,NA,NA,NA,NA,0.309,NA,"26.6%","65.8%","46.7%","54.6%","83.2%","75.2%","51.1%",NA,2021-06-07,5751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792","2007","Brewers (R)",61,234,253,80,56,18,2,4,35,39,16,0,37,1,2,0,8,0,3,0.342,"6.3%","14.6%",0.43,0.342,0.383,0.487,0.871,0.145,3.5,0.39,NA,NA,-1.1,45,9.8,0.389,128,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793","2008","Brewers (A)",65,239,274,74,47,16,1,10,45,33,30,1,39,3,2,0,2,8,1,0.31,"10.9%","14.2%",0.77,0.31,0.391,0.51,0.901,0.201,5.5,0.333,NA,NA,1,51,17.2,0.403,151,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3794","2008","Brewers (A+)",64,236,272,69,46,12,1,10,31,44,28,0,45,2,6,0,5,1,2,0.292,"10.3%","16.5%",0.62,0.292,0.364,0.479,0.843,0.186,2.4,0.316,NA,NA,-0.6,42,11.4,0.381,137,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795","2009","Brewers (AA)",125,419,506,112,69,32,2,9,61,66,78,1,66,2,6,1,14,1,1,0.267,"15.4%","13.0%",1.18,0.267,0.38,0.418,0.798,0.15,2.8,0.294,NA,NA,-0.3,74,15.8,0.37,127,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3796","2010","Brewers (AA)",10,42,47,19,16,3,0,0,8,5,4,0,3,0,0,1,0,0,0,0.452,"8.5%","6.4%",1.33,0.452,0.5,0.524,1.024,0.071,1.7,0.487,NA,NA,0,11,5.1,0.471,191,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","2010","Brewers (AAA)",21,80,83,19,13,4,0,2,8,11,3,0,14,0,0,0,4,0,0,0.238,"3.6%","16.9%",0.21,0.238,0.265,0.363,0.628,0.125,1.4,0.266,NA,NA,0,6,-5,0.277,56,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798","2010","Brewers",75,277,297,70,57,9,0,4,24,26,18,1,44,1,1,0,9,4,2,0.253,"6.1%","14.8%",0.41,0.253,0.3,0.329,0.628,0.076,2.8,0.287,-0.5,-0.7,-0.2,25,-9.3,0.282,70,"34.4%","59.8%","48.3%","73.6%","90.4%","85.0%","54.9%",24,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799","2011","Brewers (AA)",4,11,17,3,2,1,0,0,3,4,6,0,1,0,0,0,0,1,0,0.273,"35.3%","5.9%",6,0.273,0.529,0.364,0.893,0.091,5.2,0.3,NA,NA,0.2,4,1.4,0.442,170,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3800","2011","Brewers",136,430,468,114,85,16,1,12,45,59,29,0,99,2,3,4,7,2,1,0.265,"6.2%","21.2%",0.29,0.265,0.313,0.391,0.703,0.126,2.6,0.317,0.1,0.7,-0.4,51,-1.9,0.311,92,"28.7%","53.8%","42.8%","70.4%","89.3%","83.8%","56.5%",23.3,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3801","2012","Brewers (A)",4,12,13,4,3,1,0,0,0,2,1,0,0,0,0,0,2,1,0,0.333,"7.7%","0.0%",1,0.333,0.385,0.417,0.801,0.083,4.3,0.333,NA,NA,0.2,2,0.5,0.37,129,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3802","2012","Brewers (AAA)",2,7,8,3,3,0,0,0,4,1,0,0,1,1,0,0,0,1,0,0.429,"0.0%","12.5%",0,0.429,0.5,0.429,0.929,0,7.1,0.5,NA,NA,0.2,2,0.6,0.436,161,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803","2012","Brewers",96,316,346,101,68,17,4,12,46,58,22,1,44,4,3,1,12,4,1,0.32,"6.4%","12.7%",0.5,0.32,0.368,0.513,0.881,0.193,5.1,0.338,0.8,-1.1,0,57,17.4,0.378,135,"31.1%","58.2%","46.0%","75.1%","92.9%","87.4%","54.9%",24.7,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804","2013","Brewers",147,521,580,146,97,25,6,18,59,82,46,2,69,5,8,0,16,9,1,0.28,"7.9%","11.9%",0.67,0.28,0.34,0.455,0.795,0.175,5.1,0.29,-5.6,-1.4,0.9,78,14.2,0.345,116,"28.8%","54.6%","43.2%","72.8%","93.6%","87.5%","55.8%",24.9,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3805","2014","Brewers",153,585,655,176,108,53,2,13,73,69,66,3,71,2,2,0,13,4,4,0.301,"10.1%","10.8%",0.93,0.301,0.373,0.465,0.837,0.164,2.9,0.324,0.2,-0.7,-1.4,100,29.3,0.368,133,"24.3%","55.6%","42.0%","74.3%","92.4%","87.9%","56.4%",25.8,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806","2015","Brewers (A+)",4,16,18,4,4,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0.25,"11.1%","0.0%",2,0.25,0.333,0.25,0.583,0,2.6,0.25,NA,NA,0,2,-0.3,0.29,86,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
