"","Season","Team","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BB%","K%","ISO","BABIP","AVG.x","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","G.y","AB","PA.y","H","1B","2B","3B","HR.y","R.y","RBI.y","BB","IBB","SO","HBP","SF","SH","GDP","SB.y","CS","AVG.y","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","date_acquired","player_id","G","PA","HR","R","RBI","SB","BB/K","OPS","Spd","UBR","wGDP","wSB","wRC","wRAA","Pace","W.x","L.x","SV.x","GS.x","IP.x","K/9","BB/9","HR/9","LOB%","GB%","HR/FB","ERA.x","FIP","xFIP","W.y","L.y","ERA.y","GS.y","CG","ShO","SV.y","HLD","BS","IP.y","TBF","ER","WP","BK"
"952","2021","THE BAT X",147,633,1,67,49,7,"7.1%","11.0%",0.067,0.295,0.263,0.318,0.33,0.288,81,NA,NA,NA,NA,147,578,633,152,119,29,3,1,67,49,45,0,70,4,4,2,15,7,3,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","2021","THE BAT",147,634,8,74,59,8,"7.4%","11.3%",0.103,0.299,0.274,0.331,0.376,0.31,96,NA,NA,NA,NA,147,578,634,158,118,30,2,8,74,59,47,1,72,4,3,2,15,8,2,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","2021","ATC",139,611,6,78,51,8,"7.4%","10.8%",0.098,0.309,0.282,0.338,0.38,0.315,99,NA,NA,NA,NA,139,556,611,157,117,31,3,6,78,51,45,0,66,3,4,3,12,8,3,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","2021","Depth Charts",147,637,8,77,53,8,"7.1%","11.0%",0.106,0.305,0.28,0.334,0.386,0.31,92,-0.1,-6.4,5.4,2.1,147,581,637,162,120,32,3,8,77,53,45,1,70,3,4,4,NA,8,3,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","2021","Steamer",147,654,8,80,59,8,"7.6%","11.0%",0.106,0.305,0.28,0.338,0.386,0.313,94,0,-4.9,3.9,2.1,147,591,654,165,122,33,2,8,80,59,50,1,72,4,4,5,NA,8,3,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","2021","ZiPS",152,665,8,79,52,9,"6.6%","11.0%",0.106,0.305,0.279,0.329,0.386,0.307,91,-0.3,-8.3,7.4,2.2,152,612,665,171,126,33,4,8,79,52,44,1,73,3,3,3,12,9,4,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","2021","Angels",56,235,0,33,17,3,"4.3%","11.1%",0.041,0.297,0.264,0.294,0.305,0.266,70,1.8,-6.7,0,0.1,56,220,235,58,50,7,1,0,33,17,10,0,26,0,1,4,3,3,1,0.264,"28.3%","52.6%","40.0%","84.8%","95.3%","91.5%","48.1%","61.3%","3.4%",2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2021","ZiPS (R)",96,415,4,51,32,6,"6.1%","11.0%",0.093,0.303,0.276,0.322,0.369,0.304,95,0.1,-2.3,4.2,1.6,96,383,415,106,81,19,2,4,51,32,25,0,46,1,2,3,NA,6,2,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2021","Steamer (R)",94,405,4,45,33,5,"7.0%","11.1%",0.092,0.296,0.27,0.323,0.362,0.303,94,0.2,-2.5,2.8,1.4,94,368,405,99,75,19,2,4,45,33,28,0,45,2,3,4,NA,5,2,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2021","Depth Charts (R)",95,401,4,47,32,5,"6.6%","11.0%",0.092,0.3,0.273,0.323,0.365,0.303,95,0,-2.5,3.1,1.5,95,367,401,100,76,18,2,4,47,32,26,0,44,2,3,3,NA,5,2,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2021","THE BAT (R)",94,402,3,45,34,6,"6.5%","11.7%",0.083,0.304,0.272,0.323,0.355,0.3,93,NA,NA,NA,NA,94,370,402,101,78,19,2,3,45,34,26,0,47,2,2,1,9,6,2,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2021","THE BAT X (RoS)",94,401,0,42,30,6,"6.2%","11.4%",0.06,0.295,0.26,0.309,0.32,0.281,80,NA,NA,NA,NA,94,371,401,96,77,18,2,0,42,30,25,0,46,2,2,1,9,6,2,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","Total","- - -",339,1425,10,182,109,16,"7.0%","10.5%",0.086,0.316,0.287,0.338,0.373,0.31,95,2.3,-6.7,26.3,6.8,339,1307,1425,375,290,68,7,10,182,109,100,2,149,3,6,9,22,16,5,0.287,"26.7%","50.5%","37.8%","83.7%","95.9%","91.3%","46.6%","58.4%","3.3%",2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.9%","67.3%","46.6%","62.8%","85.5%","76.9%","43.0%","60.6%","10.7%",2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.6%","68.5%","47.0%","62.7%","84.9%","76.2%","41.8%","60.9%","11.1%",2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.6%","67.8%","45.9%","61.4%","84.2%","75.3%","41.2%","59.9%","11.3%",2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.9%","68.1%","46.6%","61.8%","83.7%","75.3%","42.3%","60.1%","11.5%",2021-06-08,17992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2015","Angels (R)",30,126,2,19,28,0,"8.7%","13.5%",0.239,0.376,0.339,0.4,0.578,0.442,173,NA,NA,NA,NA,30,109,126,37,19,12,4,2,19,28,11,1,17,2,3,1,2,0,0,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2016","Angels (A)",109,430,7,55,36,2,"7.2%","18.8%",0.135,0.35,0.29,0.344,0.425,0.358,128,NA,NA,NA,NA,109,393,430,114,76,30,1,7,55,36,31,0,81,2,1,3,8,2,0,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2017","Angels (A+)",70,306,8,43,52,1,"8.5%","23.5%",0.2,0.423,0.331,0.395,0.531,0.407,149,NA,NA,NA,NA,70,275,306,91,53,29,1,8,43,52,26,0,72,4,1,0,6,1,0,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2017","Angels (AA)",20,74,3,7,9,1,"4.1%","39.2%",0.174,0.351,0.232,0.274,0.406,0.311,95,NA,NA,NA,NA,20,69,74,16,10,3,0,3,7,9,3,0,29,1,0,1,0,1,0,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2018","Angels (A+)",40,178,13,28,36,0,"13.5%","28.1%",0.329,0.308,0.275,0.365,0.604,0.404,149,NA,NA,NA,NA,40,149,178,41,19,8,1,13,28,36,24,2,50,0,5,0,3,0,1,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2018","Angels (AA)",41,173,8,26,26,1,"12.1%","27.7%",0.248,0.372,0.289,0.382,0.537,0.407,158,NA,NA,NA,NA,41,149,173,43,22,13,0,8,26,26,21,1,48,2,1,0,5,1,0,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2018","Angels (AAA)",47,198,8,32,37,0,"8.1%","28.3%",0.208,0.345,0.27,0.333,0.478,0.353,109,NA,NA,NA,NA,47,178,198,48,27,13,0,8,32,37,16,0,56,2,2,0,3,0,0,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2019","Angels (AAA)",98,454,36,90,86,0,"13.0%","25.3%",0.361,0.374,0.325,0.423,0.686,0.448,161,NA,NA,NA,NA,98,382,454,124,58,30,0,36,90,86,59,0,115,9,4,0,8,0,0,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2019","Angels",34,87,1,6,5,0,"6.9%","40.2%",0.127,0.349,0.203,0.276,0.329,0.259,58,0.2,-4.5,-0.4,-0.2,34,79,87,16,9,5,1,1,6,5,6,1,35,2,0,0,0,0,0,0.203,"34.8%","61.4%","46.2%","63.0%","73.2%","68.8%","42.9%","66.7%","14.2%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2020","Angels",32,108,9,19,26,0,"4.6%","13.9%",0.354,0.256,0.293,0.324,0.646,0.393,153,0.3,7.4,-2.3,0.9,32,99,108,29,14,4,2,9,19,26,5,0,15,1,3,0,0,0,0,0.293,"35.7%","69.9%","50.1%","70.4%","85.3%","79.2%","42.2%","53.7%","10.4%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2021","THE BAT X",94,403,17,48,53,1,"8.1%","29.8%",0.201,0.293,0.232,0.302,0.433,0.314,99,NA,NA,NA,NA,94,363,403,84,47,19,1,17,48,53,33,1,120,4,2,0,6,1,0,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2021","THE BAT",94,404,18,49,53,1,"8.1%","29.7%",0.205,0.292,0.233,0.302,0.438,0.316,100,NA,NA,NA,NA,94,364,404,85,47,18,1,18,49,53,33,1,120,4,2,0,6,1,0,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2021","ATC",114,463,22,61,67,0,"7.9%","25.9%",0.22,0.297,0.252,0.317,0.472,0.335,113,NA,NA,NA,NA,114,415,463,105,60,21,2,22,61,67,36,1,120,5,5,0,4,0,0,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","2021","Depth Charts",94,406,20,53,63,1,"7.7%","28.8%",0.229,0.298,0.245,0.31,0.474,0.327,104,-0.3,1.5,-6.4,0.9,94,365,406,89,48,18,2,20,53,63,31,0,117,5,4,1,NA,1,0,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","2021","Steamer",94,391,19,51,54,1,"8.6%","28.9%",0.219,0.303,0.245,0.317,0.463,0.327,104,-0.4,1.5,-7.1,0.8,94,347,391,85,48,16,2,19,51,54,34,1,113,5,3,2,NA,1,1,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","2021","ZiPS",124,495,26,65,84,0,"6.9%","28.7%",0.24,0.293,0.244,0.303,0.484,0.326,103,-0.2,1.9,-7.8,1.1,124,450,495,110,57,24,3,26,65,84,34,0,142,6,5,0,8,0,0,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","2021","Angels",58,231,13,30,40,2,"8.2%","25.1%",0.26,0.355,0.298,0.364,0.558,0.39,154,-0.3,14.5,-4.7,1.8,58,208,231,62,35,13,1,13,30,40,19,2,58,3,1,0,5,2,0,0.298,"35.2%","66.8%","48.1%","70.1%","80.1%","75.8%","40.9%","56.3%","11.6%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2021","ZiPS (R)",82,328,18,43,56,1,"7.2%","27.9%",0.245,0.31,0.258,0.319,0.503,0.351,127,-0.2,10.4,-5,1.7,82,298,328,77,41,17,2,18,43,56,24,1,91,4,2,0,NA,1,0,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2021","Steamer (R)",92,390,19,50,57,1,"8.6%","28.0%",0.22,0.305,0.25,0.322,0.47,0.34,119,-0.6,8.5,-5.3,1.7,92,348,390,87,50,17,2,19,50,57,34,2,109,5,3,1,NA,1,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2021","Depth Charts (R)",93,392,20,51,62,1,"7.9%","27.9%",0.233,0.308,0.254,0.321,0.487,0.345,123,-0.4,10.5,-6.5,1.8,93,353,392,90,50,18,2,20,51,62,31,1,109,5,3,1,NA,1,0,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2021","THE BAT (R)",92,393,22,54,58,2,"8.0%","27.7%",0.245,0.305,0.256,0.322,0.501,0.351,127,NA,NA,NA,NA,92,355,393,91,49,19,1,22,54,58,32,2,109,4,2,0,7,2,1,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2021","THE BAT X (RoS)",92,392,20,52,56,2,"8.0%","27.7%",0.232,0.304,0.252,0.319,0.484,0.343,122,NA,NA,NA,NA,92,354,392,89,49,19,1,20,52,56,31,2,109,4,2,0,7,2,1,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","Total","- - -",124,426,23,55,71,2,"7.0%","25.4%",0.256,0.324,0.277,0.336,0.534,0.364,134,0.2,17.3,-7.5,2.5,124,386,426,107,58,22,4,23,55,71,30,3,108,6,4,0,5,2,0,0.277,"35.2%","66.3%","48.2%","68.6%","80.0%","75.1%","41.7%","57.7%","11.9%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.6%","68.5%","47.0%","62.7%","84.9%","76.2%","41.8%","60.9%","11.1%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.6%","67.8%","45.9%","61.4%","84.2%","75.3%","41.2%","59.9%","11.3%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.9%","68.1%","46.6%","61.8%","83.7%","75.3%","42.3%","60.1%","11.5%",2021-06-08,18607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2010","Red Sox (A-)",NA,NA,NA,NA,NA,NA,"14.6%","16.7%",0.15,0.438,0.35,0.458,0.5,0.445,177,NA,NA,NA,NA,NA,40,NA,14,10,2,2,NA,NA,NA,7,0,8,1,0,0,0,NA,1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10231,13,48,0,8,7,2,0.88,0.958,6.9,NA,NA,0,10,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2010","Red Sox (AA)",NA,NA,NA,NA,NA,NA,"3.4%","20.8%",0.072,0.36,0.285,0.315,0.357,0.303,82,NA,NA,NA,NA,NA,221,NA,63,50,10,3,NA,NA,NA,8,1,49,3,3,1,6,NA,2,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10231,57,236,0,29,13,5,0.16,0.672,6.3,NA,NA,0.1,24,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2011","Red Sox (AAA)",NA,NA,NA,NA,NA,NA,"5.4%","15.0%",0.034,0.279,0.235,0.285,0.269,0.258,52,NA,NA,NA,NA,NA,357,NA,84,74,9,0,NA,NA,NA,21,0,58,4,0,5,18,NA,4,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-08,10231,101,387,1,35,31,12,0.36,0.554,4.3,NA,NA,0.5,23,-21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
